municipio_codigo,municipio_nombre,poblacion_empadronada,rango_edad,sexo
86,Molar (El),68,De 75 a 79 años,Hombre
86,Molar (El),64,De 80 a 84 años,Hombre
86,Molar (El),37,De 85 a 89 años,Hombre
86,Molar (El),17,De 90 a 94 años,Hombre
86,Molar (El),2,De 95 a 99 años,Hombre
86,Molar (El),0,De 100 y más años,Hombre
86,Molar (El),269,De 0 a 4 años,Mujer
86,Molar (El),288,De 5 a 9 años,Mujer
86,Molar (El),236,De 10 a 14 años,Mujer
86,Molar (El),201,De 15 a 19 años,Mujer
86,Molar (El),185,De 20 a 24 años,Mujer
86,Molar (El),259,De 25 a 29 años,Mujer
86,Molar (El),311,De 30 a 34 años,Mujer
86,Molar (El),475,De 35 a 39 años,Mujer
86,Molar (El),443,De 40 a 44 años,Mujer
86,Molar (El),349,De 45 a 49 años,Mujer
86,Molar (El),283,De 50 a 54 años,Mujer
86,Molar (El),241,De 55 a 59 años,Mujer
86,Molar (El),170,De 60 a 64 años,Mujer
86,Molar (El),159,De 65 a 69 años,Mujer
86,Molar (El),98,De 70 a 74 años,Mujer
86,Molar (El),84,De 75 a 79 años,Mujer
86,Molar (El),65,De 80 a 84 años,Mujer
86,Molar (El),64,De 85 a 89 años,Mujer
86,Molar (El),23,De 90 a 94 años,Mujer
86,Molar (El),7,De 95 a 99 años,Mujer
86,Molar (El),2,De 100 y más años,Mujer
87,Molinos (Los),103,De 0 a 4 años,Hombre
87,Molinos (Los),102,De 5 a 9 años,Hombre
87,Molinos (Los),113,De 10 a 14 años,Hombre
87,Molinos (Los),109,De 15 a 19 años,Hombre
87,Molinos (Los),120,De 20 a 24 años,Hombre
87,Molinos (Los),127,De 25 a 29 años,Hombre
87,Molinos (Los),120,De 30 a 34 años,Hombre
87,Molinos (Los),156,De 35 a 39 años,Hombre
87,Molinos (Los),170,De 40 a 44 años,Hombre
87,Molinos (Los),175,De 45 a 49 años,Hombre
87,Molinos (Los),201,De 50 a 54 años,Hombre
87,Molinos (Los),175,De 55 a 59 años,Hombre
87,Molinos (Los),147,De 60 a 64 años,Hombre
87,Molinos (Los),104,De 65 a 69 años,Hombre
87,Molinos (Los),87,De 70 a 74 años,Hombre
87,Molinos (Los),57,De 75 a 79 años,Hombre
87,Molinos (Los),45,De 80 a 84 años,Hombre
87,Molinos (Los),26,De 85 a 89 años,Hombre
87,Molinos (Los),7,De 90 a 94 años,Hombre
87,Molinos (Los),1,De 95 a 99 años,Hombre
87,Molinos (Los),0,De 100 y más años,Hombre
87,Molinos (Los),84,De 0 a 4 años,Mujer
87,Molinos (Los),107,De 5 a 9 años,Mujer
87,Molinos (Los),129,De 10 a 14 años,Mujer
87,Molinos (Los),109,De 15 a 19 años,Mujer
87,Molinos (Los),131,De 20 a 24 años,Mujer
87,Molinos (Los),125,De 25 a 29 años,Mujer
87,Molinos (Los),107,De 30 a 34 años,Mujer
87,Molinos (Los),138,De 35 a 39 años,Mujer
87,Molinos (Los),157,De 40 a 44 años,Mujer
87,Molinos (Los),190,De 45 a 49 años,Mujer
87,Molinos (Los),200,De 50 a 54 años,Mujer
87,Molinos (Los),176,De 55 a 59 años,Mujer
87,Molinos (Los),122,De 60 a 64 años,Mujer
87,Molinos (Los),89,De 65 a 69 años,Mujer
87,Molinos (Los),98,De 70 a 74 años,Mujer
87,Molinos (Los),84,De 75 a 79 años,Mujer
87,Molinos (Los),63,De 80 a 84 años,Mujer
87,Molinos (Los),60,De 85 a 89 años,Mujer
87,Molinos (Los),25,De 90 a 94 años,Mujer
87,Molinos (Los),5,De 95 a 99 años,Mujer
87,Molinos (Los),1,De 100 y más años,Mujer
88,Montejo de la Sierra,2,De 0 a 4 años,Hombre
88,Montejo de la Sierra,8,De 5 a 9 años,Hombre
88,Montejo de la Sierra,10,De 10 a 14 años,Hombre
88,Montejo de la Sierra,12,De 15 a 19 años,Hombre
88,Montejo de la Sierra,7,De 20 a 24 años,Hombre
88,Montejo de la Sierra,4,De 25 a 29 años,Hombre
88,Montejo de la Sierra,7,De 30 a 34 años,Hombre
88,Montejo de la Sierra,6,De 35 a 39 años,Hombre
88,Montejo de la Sierra,14,De 40 a 44 años,Hombre
88,Montejo de la Sierra,20,De 45 a 49 años,Hombre
88,Montejo de la Sierra,20,De 50 a 54 años,Hombre
88,Montejo de la Sierra,18,De 55 a 59 años,Hombre
88,Montejo de la Sierra,11,De 60 a 64 años,Hombre
88,Montejo de la Sierra,7,De 65 a 69 años,Hombre
88,Montejo de la Sierra,9,De 70 a 74 años,Hombre
88,Montejo de la Sierra,6,De 75 a 79 años,Hombre
88,Montejo de la Sierra,7,De 80 a 84 años,Hombre
88,Montejo de la Sierra,7,De 85 a 89 años,Hombre
88,Montejo de la Sierra,6,De 90 a 94 años,Hombre
88,Montejo de la Sierra,0,De 95 a 99 años,Hombre
88,Montejo de la Sierra,0,De 100 y más años,Hombre
88,Montejo de la Sierra,5,De 0 a 4 años,Mujer
88,Montejo de la Sierra,3,De 5 a 9 años,Mujer
88,Montejo de la Sierra,16,De 10 a 14 años,Mujer
88,Montejo de la Sierra,12,De 15 a 19 años,Mujer
88,Montejo de la Sierra,3,De 20 a 24 años,Mujer
88,Montejo de la Sierra,4,De 25 a 29 años,Mujer
88,Montejo de la Sierra,6,De 30 a 34 años,Mujer
88,Montejo de la Sierra,5,De 35 a 39 años,Mujer
88,Montejo de la Sierra,12,De 40 a 44 años,Mujer
88,Montejo de la Sierra,20,De 45 a 49 años,Mujer
88,Montejo de la Sierra,23,De 50 a 54 años,Mujer
88,Montejo de la Sierra,10,De 55 a 59 años,Mujer
88,Montejo de la Sierra,2,De 60 a 64 años,Mujer
88,Montejo de la Sierra,7,De 65 a 69 años,Mujer
88,Montejo de la Sierra,6,De 70 a 74 años,Mujer
88,Montejo de la Sierra,11,De 75 a 79 años,Mujer
88,Montejo de la Sierra,10,De 80 a 84 años,Mujer
88,Montejo de la Sierra,11,De 85 a 89 años,Mujer
88,Montejo de la Sierra,5,De 90 a 94 años,Mujer
88,Montejo de la Sierra,4,De 95 a 99 años,Mujer
88,Montejo de la Sierra,0,De 100 y más años,Mujer
89,Moraleja de Enmedio,130,De 0 a 4 años,Hombre
89,Moraleja de Enmedio,165,De 5 a 9 años,Hombre
89,Moraleja de Enmedio,150,De 10 a 14 años,Hombre
89,Moraleja de Enmedio,120,De 15 a 19 años,Hombre
89,Moraleja de Enmedio,143,De 20 a 24 años,Hombre
89,Moraleja de Enmedio,141,De 25 a 29 años,Hombre
89,Moraleja de Enmedio,154,De 30 a 34 años,Hombre
89,Moraleja de Enmedio,207,De 35 a 39 años,Hombre
89,Moraleja de Enmedio,221,De 40 a 44 años,Hombre
89,Moraleja de Enmedio,213,De 45 a 49 años,Hombre
89,Moraleja de Enmedio,208,De 50 a 54 años,Hombre
89,Moraleja de Enmedio,169,De 55 a 59 años,Hombre
89,Moraleja de Enmedio,167,De 60 a 64 años,Hombre
89,Moraleja de Enmedio,89,De 65 a 69 años,Hombre
89,Moraleja de Enmedio,58,De 70 a 74 años,Hombre
89,Moraleja de Enmedio,47,De 75 a 79 años,Hombre
89,Moraleja de Enmedio,31,De 80 a 84 años,Hombre
89,Moraleja de Enmedio,15,De 85 a 89 años,Hombre
89,Moraleja de Enmedio,2,De 90 a 94 años,Hombre
89,Moraleja de Enmedio,1,De 95 a 99 años,Hombre
89,Moraleja de Enmedio,0,De 100 y más años,Hombre
89,Moraleja de Enmedio,116,De 0 a 4 años,Mujer
89,Moraleja de Enmedio,170,De 5 a 9 años,Mujer
89,Moraleja de Enmedio,141,De 10 a 14 años,Mujer
89,Moraleja de Enmedio,124,De 15 a 19 años,Mujer
89,Moraleja de Enmedio,138,De 20 a 24 años,Mujer
89,Moraleja de Enmedio,150,De 25 a 29 años,Mujer
89,Moraleja de Enmedio,172,De 30 a 34 años,Mujer
89,Moraleja de Enmedio,198,De 35 a 39 años,Mujer
89,Moraleja de Enmedio,206,De 40 a 44 años,Mujer
89,Moraleja de Enmedio,218,De 45 a 49 años,Mujer
89,Moraleja de Enmedio,189,De 50 a 54 años,Mujer
89,Moraleja de Enmedio,177,De 55 a 59 años,Mujer
89,Moraleja de Enmedio,138,De 60 a 64 años,Mujer
89,Moraleja de Enmedio,89,De 65 a 69 años,Mujer
89,Moraleja de Enmedio,74,De 70 a 74 años,Mujer
89,Moraleja de Enmedio,41,De 75 a 79 años,Mujer
89,Moraleja de Enmedio,43,De 80 a 84 años,Mujer
89,Moraleja de Enmedio,24,De 85 a 89 años,Mujer
89,Moraleja de Enmedio,21,De 90 a 94 años,Mujer
89,Moraleja de Enmedio,7,De 95 a 99 años,Mujer
89,Moraleja de Enmedio,3,De 100 y más años,Mujer
90,Moralzarzal,305,De 0 a 4 años,Hombre
90,Moralzarzal,437,De 5 a 9 años,Hombre
90,Moralzarzal,511,De 10 a 14 años,Hombre
90,Moralzarzal,390,De 15 a 19 años,Hombre
90,Moralzarzal,331,De 20 a 24 años,Hombre
90,Moralzarzal,258,De 25 a 29 años,Hombre
90,Moralzarzal,271,De 30 a 34 años,Hombre
90,Moralzarzal,403,De 35 a 39 años,Hombre
90,Moralzarzal,675,De 40 a 44 años,Hombre
90,Moralzarzal,720,De 45 a 49 años,Hombre
90,Moralzarzal,588,De 50 a 54 años,Hombre
90,Moralzarzal,407,De 55 a 59 años,Hombre
90,Moralzarzal,272,De 60 a 64 años,Hombre
90,Moralzarzal,191,De 65 a 69 años,Hombre
90,Moralzarzal,209,De 70 a 74 años,Hombre
90,Moralzarzal,119,De 75 a 79 años,Hombre
90,Moralzarzal,85,De 80 a 84 años,Hombre
90,Moralzarzal,49,De 85 a 89 años,Hombre
90,Moralzarzal,20,De 90 a 94 años,Hombre
90,Moralzarzal,0,De 95 a 99 años,Hombre
90,Moralzarzal,1,De 100 y más años,Hombre
90,Moralzarzal,293,De 0 a 4 años,Mujer
90,Moralzarzal,460,De 5 a 9 años,Mujer
90,Moralzarzal,507,De 10 a 14 años,Mujer
90,Moralzarzal,363,De 15 a 19 años,Mujer
90,Moralzarzal,285,De 20 a 24 años,Mujer
90,Moralzarzal,227,De 25 a 29 años,Mujer
90,Moralzarzal,286,De 30 a 34 años,Mujer
90,Moralzarzal,451,De 35 a 39 años,Mujer
90,Moralzarzal,710,De 40 a 44 años,Mujer
90,Moralzarzal,685,De 45 a 49 años,Mujer
90,Moralzarzal,531,De 50 a 54 años,Mujer
90,Moralzarzal,351,De 55 a 59 años,Mujer
90,Moralzarzal,252,De 60 a 64 años,Mujer
90,Moralzarzal,227,De 65 a 69 años,Mujer
90,Moralzarzal,200,De 70 a 74 años,Mujer
90,Moralzarzal,143,De 75 a 79 años,Mujer
90,Moralzarzal,137,De 80 a 84 años,Mujer
90,Moralzarzal,80,De 85 a 89 años,Mujer
90,Moralzarzal,49,De 90 a 94 años,Mujer
90,Moralzarzal,14,De 95 a 99 años,Mujer
90,Moralzarzal,3,De 100 y más años,Mujer
91,Morata de Tajuña,213,De 0 a 4 años,Hombre
91,Morata de Tajuña,250,De 5 a 9 años,Hombre
91,Morata de Tajuña,228,De 10 a 14 años,Hombre
91,Morata de Tajuña,186,De 15 a 19 años,Hombre
91,Morata de Tajuña,195,De 20 a 24 años,Hombre
91,Morata de Tajuña,243,De 25 a 29 años,Hombre
91,Morata de Tajuña,219,De 30 a 34 años,Hombre
91,Morata de Tajuña,327,De 35 a 39 años,Hombre
91,Morata de Tajuña,359,De 40 a 44 años,Hombre
91,Morata de Tajuña,286,De 45 a 49 años,Hombre
91,Morata de Tajuña,255,De 50 a 54 años,Hombre
91,Morata de Tajuña,256,De 55 a 59 años,Hombre
91,Morata de Tajuña,186,De 60 a 64 años,Hombre
91,Morata de Tajuña,176,De 65 a 69 años,Hombre
91,Morata de Tajuña,129,De 70 a 74 años,Hombre
91,Morata de Tajuña,86,De 75 a 79 años,Hombre
91,Morata de Tajuña,78,De 80 a 84 años,Hombre
91,Morata de Tajuña,55,De 85 a 89 años,Hombre
91,Morata de Tajuña,22,De 90 a 94 años,Hombre
91,Morata de Tajuña,1,De 95 a 99 años,Hombre
91,Morata de Tajuña,0,De 100 y más años,Hombre
91,Morata de Tajuña,186,De 0 a 4 años,Mujer
91,Morata de Tajuña,188,De 5 a 9 años,Mujer
91,Morata de Tajuña,156,De 10 a 14 años,Mujer
91,Morata de Tajuña,158,De 15 a 19 años,Mujer
91,Morata de Tajuña,176,De 20 a 24 años,Mujer
91,Morata de Tajuña,241,De 25 a 29 años,Mujer
91,Morata de Tajuña,259,De 30 a 34 años,Mujer
91,Morata de Tajuña,319,De 35 a 39 años,Mujer
91,Morata de Tajuña,317,De 40 a 44 años,Mujer
91,Morata de Tajuña,273,De 45 a 49 años,Mujer
91,Morata de Tajuña,281,De 50 a 54 años,Mujer
91,Morata de Tajuña,221,De 55 a 59 años,Mujer
91,Morata de Tajuña,194,De 60 a 64 años,Mujer
91,Morata de Tajuña,151,De 65 a 69 años,Mujer
91,Morata de Tajuña,133,De 70 a 74 años,Mujer
91,Morata de Tajuña,121,De 75 a 79 años,Mujer
91,Morata de Tajuña,147,De 80 a 84 años,Mujer
91,Morata de Tajuña,120,De 85 a 89 años,Mujer
91,Morata de Tajuña,63,De 90 a 94 años,Mujer
91,Morata de Tajuña,27,De 95 a 99 años,Mujer
91,Morata de Tajuña,1,De 100 y más años,Mujer
92,Móstoles,5280,De 0 a 4 años,Hombre
92,Móstoles,5297,De 5 a 9 años,Hombre
92,Móstoles,4833,De 10 a 14 años,Hombre
92,Móstoles,4386,De 15 a 19 años,Hombre
92,Móstoles,4875,De 20 a 24 años,Hombre
92,Móstoles,6031,De 25 a 29 años,Hombre
92,Móstoles,8065,De 30 a 34 años,Hombre
92,Móstoles,10115,De 35 a 39 años,Hombre
92,Móstoles,9142,De 40 a 44 años,Hombre
92,Móstoles,6938,De 45 a 49 años,Hombre
92,Móstoles,6317,De 50 a 54 años,Hombre
92,Móstoles,5984,De 55 a 59 años,Hombre
92,Móstoles,6742,De 60 a 64 años,Hombre
92,Móstoles,7348,De 65 a 69 años,Hombre
92,Móstoles,4678,De 70 a 74 años,Hombre
92,Móstoles,2275,De 75 a 79 años,Hombre
92,Móstoles,1468,De 80 a 84 años,Hombre
92,Móstoles,726,De 85 a 89 años,Hombre
92,Móstoles,296,De 90 a 94 años,Hombre
92,Móstoles,68,De 95 a 99 años,Hombre
92,Móstoles,7,De 100 y más años,Hombre
92,Móstoles,4985,De 0 a 4 años,Mujer
92,Móstoles,5100,De 5 a 9 años,Mujer
92,Móstoles,4561,De 10 a 14 años,Mujer
92,Móstoles,4215,De 15 a 19 años,Mujer
92,Móstoles,4667,De 20 a 24 años,Mujer
92,Móstoles,6301,De 25 a 29 años,Mujer
92,Móstoles,8017,De 30 a 34 años,Mujer
92,Móstoles,9540,De 35 a 39 años,Mujer
92,Móstoles,8469,De 40 a 44 años,Mujer
92,Móstoles,7069,De 45 a 49 años,Mujer
92,Móstoles,6977,De 50 a 54 años,Mujer
92,Móstoles,7263,De 55 a 59 años,Mujer
92,Móstoles,8414,De 60 a 64 años,Mujer
92,Móstoles,7914,De 65 a 69 años,Mujer
92,Móstoles,5000,De 70 a 74 años,Mujer
92,Móstoles,2694,De 75 a 79 años,Mujer
92,Móstoles,2116,De 80 a 84 años,Mujer
92,Móstoles,1456,De 85 a 89 años,Mujer
92,Móstoles,717,De 90 a 94 años,Mujer
92,Móstoles,205,De 95 a 99 años,Mujer
92,Móstoles,38,De 100 y más años,Mujer
93,Navacerrada,66,De 0 a 4 años,Hombre
93,Navacerrada,88,De 5 a 9 años,Hombre
93,Navacerrada,63,De 10 a 14 años,Hombre
93,Navacerrada,54,De 15 a 19 años,Hombre
93,Navacerrada,56,De 20 a 24 años,Hombre
93,Navacerrada,62,De 25 a 29 años,Hombre
93,Navacerrada,78,De 30 a 34 años,Hombre
93,Navacerrada,109,De 35 a 39 años,Hombre
93,Navacerrada,136,De 40 a 44 años,Hombre
93,Navacerrada,163,De 45 a 49 años,Hombre
93,Navacerrada,119,De 50 a 54 años,Hombre
93,Navacerrada,100,De 55 a 59 años,Hombre
93,Navacerrada,96,De 60 a 64 años,Hombre
93,Navacerrada,83,De 65 a 69 años,Hombre
93,Navacerrada,63,De 70 a 74 años,Hombre
93,Navacerrada,34,De 75 a 79 años,Hombre
93,Navacerrada,32,De 80 a 84 años,Hombre
93,Navacerrada,20,De 85 a 89 años,Hombre
93,Navacerrada,7,De 90 a 94 años,Hombre
93,Navacerrada,5,De 95 a 99 años,Hombre
93,Navacerrada,1,De 100 y más años,Hombre
93,Navacerrada,50,De 0 a 4 años,Mujer
93,Navacerrada,92,De 5 a 9 años,Mujer
93,Navacerrada,88,De 10 a 14 años,Mujer
93,Navacerrada,44,De 15 a 19 años,Mujer
93,Navacerrada,63,De 20 a 24 años,Mujer
93,Navacerrada,67,De 25 a 29 años,Mujer
93,Navacerrada,85,De 30 a 34 años,Mujer
93,Navacerrada,98,De 35 a 39 años,Mujer
93,Navacerrada,143,De 40 a 44 años,Mujer
93,Navacerrada,135,De 45 a 49 años,Mujer
93,Navacerrada,111,De 50 a 54 años,Mujer
93,Navacerrada,108,De 55 a 59 años,Mujer
93,Navacerrada,94,De 60 a 64 años,Mujer
93,Navacerrada,82,De 65 a 69 años,Mujer
93,Navacerrada,59,De 70 a 74 años,Mujer
93,Navacerrada,55,De 75 a 79 años,Mujer
93,Navacerrada,41,De 80 a 84 años,Mujer
93,Navacerrada,22,De 85 a 89 años,Mujer
93,Navacerrada,16,De 90 a 94 años,Mujer
93,Navacerrada,3,De 95 a 99 años,Mujer
93,Navacerrada,3,De 100 y más años,Mujer
94,Navalafuente,35,De 0 a 4 años,Hombre
94,Navalafuente,36,De 5 a 9 años,Hombre
94,Navalafuente,35,De 10 a 14 años,Hombre
94,Navalafuente,31,De 15 a 19 años,Hombre
94,Navalafuente,38,De 20 a 24 años,Hombre
94,Navalafuente,31,De 25 a 29 años,Hombre
94,Navalafuente,49,De 30 a 34 años,Hombre
94,Navalafuente,59,De 35 a 39 años,Hombre
94,Navalafuente,72,De 40 a 44 años,Hombre
94,Navalafuente,68,De 45 a 49 años,Hombre
94,Navalafuente,73,De 50 a 54 años,Hombre
94,Navalafuente,37,De 55 a 59 años,Hombre
94,Navalafuente,40,De 60 a 64 años,Hombre
94,Navalafuente,25,De 65 a 69 años,Hombre
94,Navalafuente,22,De 70 a 74 años,Hombre
94,Navalafuente,12,De 75 a 79 años,Hombre
94,Navalafuente,8,De 80 a 84 años,Hombre
94,Navalafuente,5,De 85 a 89 años,Hombre
94,Navalafuente,4,De 90 a 94 años,Hombre
94,Navalafuente,0,De 95 a 99 años,Hombre
94,Navalafuente,0,De 100 y más años,Hombre
94,Navalafuente,41,De 0 a 4 años,Mujer
94,Navalafuente,56,De 5 a 9 años,Mujer
94,Navalafuente,35,De 10 a 14 años,Mujer
94,Navalafuente,36,De 15 a 19 años,Mujer
94,Navalafuente,26,De 20 a 24 años,Mujer
94,Navalafuente,31,De 25 a 29 años,Mujer
94,Navalafuente,49,De 30 a 34 años,Mujer
94,Navalafuente,68,De 35 a 39 años,Mujer
94,Navalafuente,66,De 40 a 44 años,Mujer
94,Navalafuente,53,De 45 a 49 años,Mujer
94,Navalafuente,56,De 50 a 54 años,Mujer
94,Navalafuente,36,De 55 a 59 años,Mujer
94,Navalafuente,30,De 60 a 64 años,Mujer
94,Navalafuente,23,De 65 a 69 años,Mujer
94,Navalafuente,14,De 70 a 74 años,Mujer
94,Navalafuente,10,De 75 a 79 años,Mujer
94,Navalafuente,9,De 80 a 84 años,Mujer
94,Navalafuente,12,De 85 a 89 años,Mujer
94,Navalafuente,7,De 90 a 94 años,Mujer
94,Navalafuente,2,De 95 a 99 años,Mujer
94,Navalafuente,0,De 100 y más años,Mujer
95,Navalagamella,78,De 0 a 4 años,Hombre
95,Navalagamella,87,De 5 a 9 años,Hombre
95,Navalagamella,82,De 10 a 14 años,Hombre
95,Navalagamella,59,De 15 a 19 años,Hombre
95,Navalagamella,63,De 20 a 24 años,Hombre
95,Navalagamella,66,De 25 a 29 años,Hombre
95,Navalagamella,56,De 30 a 34 años,Hombre
95,Navalagamella,122,De 35 a 39 años,Hombre
95,Navalagamella,131,De 40 a 44 años,Hombre
95,Navalagamella,122,De 45 a 49 años,Hombre
95,Navalagamella,102,De 50 a 54 años,Hombre
95,Navalagamella,74,De 55 a 59 años,Hombre
95,Navalagamella,65,De 60 a 64 años,Hombre
95,Navalagamella,53,De 65 a 69 años,Hombre
95,Navalagamella,35,De 70 a 74 años,Hombre
95,Navalagamella,31,De 75 a 79 años,Hombre
95,Navalagamella,20,De 80 a 84 años,Hombre
95,Navalagamella,9,De 85 a 89 años,Hombre
95,Navalagamella,5,De 90 a 94 años,Hombre
95,Navalagamella,1,De 95 a 99 años,Hombre
95,Navalagamella,0,De 100 y más años,Hombre
95,Navalagamella,54,De 0 a 4 años,Mujer
95,Navalagamella,83,De 5 a 9 años,Mujer
95,Navalagamella,68,De 10 a 14 años,Mujer
95,Navalagamella,61,De 15 a 19 años,Mujer
95,Navalagamella,61,De 20 a 24 años,Mujer
95,Navalagamella,56,De 25 a 29 años,Mujer
95,Navalagamella,73,De 30 a 34 años,Mujer
95,Navalagamella,101,De 35 a 39 años,Mujer
95,Navalagamella,130,De 40 a 44 años,Mujer
95,Navalagamella,111,De 45 a 49 años,Mujer
95,Navalagamella,94,De 50 a 54 años,Mujer
95,Navalagamella,60,De 55 a 59 años,Mujer
95,Navalagamella,56,De 60 a 64 años,Mujer
95,Navalagamella,45,De 65 a 69 años,Mujer
95,Navalagamella,37,De 70 a 74 años,Mujer
95,Navalagamella,34,De 75 a 79 años,Mujer
95,Navalagamella,19,De 80 a 84 años,Mujer
95,Navalagamella,22,De 85 a 89 años,Mujer
95,Navalagamella,14,De 90 a 94 años,Mujer
95,Navalagamella,3,De 95 a 99 años,Mujer
95,Navalagamella,0,De 100 y más años,Mujer
96,Navalcarnero,1118,De 0 a 4 años,Hombre
96,Navalcarnero,1072,De 5 a 9 años,Hombre
96,Navalcarnero,868,De 10 a 14 años,Hombre
96,Navalcarnero,674,De 15 a 19 años,Hombre
96,Navalcarnero,605,De 20 a 24 años,Hombre
96,Navalcarnero,698,De 25 a 29 años,Hombre
96,Navalcarnero,1018,De 30 a 34 años,Hombre
96,Navalcarnero,1576,De 35 a 39 años,Hombre
96,Navalcarnero,1445,De 40 a 44 años,Hombre
96,Navalcarnero,1064,De 45 a 49 años,Hombre
96,Navalcarnero,969,De 50 a 54 años,Hombre
96,Navalcarnero,777,De 55 a 59 años,Hombre
96,Navalcarnero,533,De 60 a 64 años,Hombre
96,Navalcarnero,440,De 65 a 69 años,Hombre
96,Navalcarnero,328,De 70 a 74 años,Hombre
96,Navalcarnero,202,De 75 a 79 años,Hombre
96,Navalcarnero,207,De 80 a 84 años,Hombre
96,Navalcarnero,122,De 85 a 89 años,Hombre
96,Navalcarnero,45,De 90 a 94 años,Hombre
96,Navalcarnero,11,De 95 a 99 años,Hombre
96,Navalcarnero,3,De 100 y más años,Hombre
96,Navalcarnero,997,De 0 a 4 años,Mujer
96,Navalcarnero,1021,De 5 a 9 años,Mujer
96,Navalcarnero,788,De 10 a 14 años,Mujer
96,Navalcarnero,626,De 15 a 19 años,Mujer
96,Navalcarnero,672,De 20 a 24 años,Mujer
96,Navalcarnero,756,De 25 a 29 años,Mujer
96,Navalcarnero,1116,De 30 a 34 años,Mujer
96,Navalcarnero,1555,De 35 a 39 años,Mujer
96,Navalcarnero,1352,De 40 a 44 años,Mujer
96,Navalcarnero,1086,De 45 a 49 años,Mujer
96,Navalcarnero,897,De 50 a 54 años,Mujer
96,Navalcarnero,690,De 55 a 59 años,Mujer
96,Navalcarnero,515,De 60 a 64 años,Mujer
96,Navalcarnero,448,De 65 a 69 años,Mujer
96,Navalcarnero,337,De 70 a 74 años,Mujer
96,Navalcarnero,261,De 75 a 79 años,Mujer
96,Navalcarnero,275,De 80 a 84 años,Mujer
96,Navalcarnero,231,De 85 a 89 años,Mujer
96,Navalcarnero,114,De 90 a 94 años,Mujer
96,Navalcarnero,44,De 95 a 99 años,Mujer
96,Navalcarnero,14,De 100 y más años,Mujer
97,Navarredonda y San Mamés,1,De 0 a 4 años,Hombre
97,Navarredonda y San Mamés,0,De 5 a 9 años,Hombre
97,Navarredonda y San Mamés,2,De 10 a 14 años,Hombre
97,Navarredonda y San Mamés,2,De 15 a 19 años,Hombre
97,Navarredonda y San Mamés,0,De 20 a 24 años,Hombre
97,Navarredonda y San Mamés,7,De 25 a 29 años,Hombre
97,Navarredonda y San Mamés,3,De 30 a 34 años,Hombre
97,Navarredonda y San Mamés,6,De 35 a 39 años,Hombre
97,Navarredonda y San Mamés,2,De 40 a 44 años,Hombre
97,Navarredonda y San Mamés,6,De 45 a 49 años,Hombre
97,Navarredonda y San Mamés,14,De 50 a 54 años,Hombre
97,Navarredonda y San Mamés,10,De 55 a 59 años,Hombre
97,Navarredonda y San Mamés,13,De 60 a 64 años,Hombre
97,Navarredonda y San Mamés,3,De 65 a 69 años,Hombre
97,Navarredonda y San Mamés,5,De 70 a 74 años,Hombre
97,Navarredonda y San Mamés,2,De 75 a 79 años,Hombre
97,Navarredonda y San Mamés,2,De 80 a 84 años,Hombre
97,Navarredonda y San Mamés,6,De 85 a 89 años,Hombre
97,Navarredonda y San Mamés,0,De 90 a 94 años,Hombre
97,Navarredonda y San Mamés,0,De 95 a 99 años,Hombre
97,Navarredonda y San Mamés,0,De 100 y más años,Hombre
97,Navarredonda y San Mamés,1,De 0 a 4 años,Mujer
97,Navarredonda y San Mamés,0,De 5 a 9 años,Mujer
97,Navarredonda y San Mamés,1,De 10 a 14 años,Mujer
97,Navarredonda y San Mamés,2,De 15 a 19 años,Mujer
97,Navarredonda y San Mamés,4,De 20 a 24 años,Mujer
97,Navarredonda y San Mamés,3,De 25 a 29 años,Mujer
97,Navarredonda y San Mamés,1,De 30 a 34 años,Mujer
97,Navarredonda y San Mamés,1,De 35 a 39 años,Mujer
97,Navarredonda y San Mamés,2,De 40 a 44 años,Mujer
97,Navarredonda y San Mamés,4,De 45 a 49 años,Mujer
97,Navarredonda y San Mamés,4,De 50 a 54 años,Mujer
97,Navarredonda y San Mamés,5,De 55 a 59 años,Mujer
97,Navarredonda y San Mamés,4,De 60 a 64 años,Mujer
97,Navarredonda y San Mamés,4,De 65 a 69 años,Mujer
97,Navarredonda y San Mamés,2,De 70 a 74 años,Mujer
97,Navarredonda y San Mamés,1,De 75 a 79 años,Mujer
97,Navarredonda y San Mamés,4,De 80 a 84 años,Mujer
97,Navarredonda y San Mamés,2,De 85 a 89 años,Mujer
97,Navarredonda y San Mamés,1,De 90 a 94 años,Mujer
97,Navarredonda y San Mamés,1,De 95 a 99 años,Mujer
97,Navarredonda y San Mamés,0,De 100 y más años,Mujer
99,Navas del Rey,78,De 0 a 4 años,Hombre
99,Navas del Rey,97,De 5 a 9 años,Hombre
99,Navas del Rey,81,De 10 a 14 años,Hombre
99,Navas del Rey,71,De 15 a 19 años,Hombre
99,Navas del Rey,70,De 20 a 24 años,Hombre
99,Navas del Rey,85,De 25 a 29 años,Hombre
99,Navas del Rey,94,De 30 a 34 años,Hombre
99,Navas del Rey,123,De 35 a 39 años,Hombre
99,Navas del Rey,126,De 40 a 44 años,Hombre
99,Navas del Rey,128,De 45 a 49 años,Hombre
99,Navas del Rey,119,De 50 a 54 años,Hombre
99,Navas del Rey,85,De 55 a 59 años,Hombre
99,Navas del Rey,76,De 60 a 64 años,Hombre
99,Navas del Rey,69,De 65 a 69 años,Hombre
99,Navas del Rey,72,De 70 a 74 años,Hombre
99,Navas del Rey,30,De 75 a 79 años,Hombre
